53;40;764;97.8346;1;695472;0.1044;1
172;171;879;1;203.8;232637;1.40;1
139;160;929;1;25.9781698;6166;0.497;1
99;141;689;1;34.787322291884;100000;0.6;1
99;141;689;1;34.787322291884;100000;0.6;1
99;89;689;1;38.392315308161;100;0.6;1
99;89;689;1;38.392315308161;100;0.6;1
99;136;689;1;33.591707291884;100000;0.6;1
99;72;689;1;37.072080308161;100;0.6;1
99;123;689;1;34.658838291884;100000;0.6;1
99;44;689;1;38.250439308161;100;0.6;1
99;65;689;1;34.341197291884;100000;0.6;1
99;58;689;1;37.899690308161;100;0.6;1
99;120;689;1;34.983617291884;100000;0.6;1
99;88;689;1;38.609070308161;100;0.6;1
99;70;689;1;34.608872291884;100000;0.6;1
99;69;689;1;38.195265308161;100;0.6;1
139;141;689;1;119.02382611914;100000;0.6;1
139;141;689;1;119.02382611914;100000;0.6;1
139;89;689;1;130.59286554796;100;0.6;1
139;89;689;1;130.59286554796;100;0.6;1
139;136;689;1;114.92175111914;100000;0.6;1
139;72;689;1;126.06869054796;100;0.6;1
139;123;689;1;118.58300611914;100000;0.6;1
139;44;689;1;130.10668554796;100;0.6;1
139;65;689;1;117.49320111914;100000;0.6;1
139;58;689;1;128.90474054796;100;0.6;1
139;120;689;1;119.69730111914;100000;0.6;1
139;88;689;1;131.33564054796;100;0.6;1
139;70;689;1;118.41157611914;100000;0.6;1
139;69;689;1;129.91761554796;100;0.6;1
93;141;689;1;5746.8090417251;100000;0.6;1
93;141;689;1;5746.8090417251;100000;0.6;1
93;89;689;1;6305.9839809747;100;0.6;1
56;145;517;31.9938;1;61549;0.4035;1
122;139;204;129.5972;1;0.3;0.57;1
3;93;910;7090.764;1;0.05;0.0;1
1;93;910;7823.388;1;0.05;0.0;1
63;145;622;85.7914;1;167525;0.2390;1
19;130;517;1;913.1792;2092279;0.4035;1
117;130;822;1.06382979;1;46994.34;0.407;1
108;130;822;1;73.8459;46994.34;0.407;1
99;130;822;1;3134.0409;46994.34;0.407;1
93;130;822;1;518947.836;46994.34;0.407;1
117;129;822;84.8405;1;33931.94;0.407;1
108;129;822;1.02564103;1;33931.94;0.407;1
99;129;822;1;37.1166;33931.94;0.407;1
93;129;822;1;6157.125;33931.94;0.407;1
117;99;822;3628.8894;1;6.69;0.407;1
108;99;822;45.3647;1;6.69;0.407;1
130;99;822;3628.8894;1;6.69;0.407;1
129;99;822;45.3647;1;6.69;0.407;1
93;99;822;1;163.5698;6.69;0.407;1
117;93;822;600886.968;1;12.14;0.407;1
108;93;822;7525.375;1;12.14;0.407;1
