130;93;822;600886.968;1;12.14;0.407;1
129;93;822;7525.375;1;12.14;0.407;1
64;164;517;122.4809;1;7000;0.4035;1
64;98;517;1.2579;1;710000;0.4035;1
105;72;517;105.6613;1;53218;0.4035;1
105;36;517;84.5149;1;172783;0.4035;1
105;189;517;83.769;1;106059;0.4035;1
105;80;517;109.8201;1;8000;0.4035;1
105;45;517;99.6805;1;10882;0.4035;1
145;72;517;1.4286;1;53218;0.4035;1
105;137;517;14888.5025;1;183;0.4035;1
105;172;517;19543.1706;1;63;0.4035;1
105;23;517;84.0036;1;67035;0.4035;1
105;24;517;83.9095;1;74622;0.4035;1
145;84;517;1;21.5958;1741401;0.4035;1
145;118;517;1;21.5958;1741401;0.4035;1
145;22;517;1;21.5958;1741401;0.4035;1
145;68;517;1;21.5958;1741401;0.4035;1
145;80;517;1.3827;1;8000;0.4035;1
145;45;517;1.1111;1;10882;0.4035;1
102;1;517;31.376;1;50814;0.4035;1
102;40;517;31.5829;1;83833;0.4035;1
145;102;517;1;21.5958;1741401;0.4035;1
145;113;517;1;363.7686;3000000;0.4035;1
145;114;517;1;363.7686;3000000;0.4035;1
145;17;517;1;67.3591;15815543;0.4035;1
145;103;517;1;363.7686;4500000;0.4035;1
145;90;517;1;363.7686;6000000;0.4035;1
145;66;517;1;363.7686;4350000;0.4035;1
145;158;517;1;21.5958;1741401;0.4035;1
145;56;517;1;21.5958;1741401;0.4035;1
64;72;517;105.6613;1;53218;0.4035;1
64;36;517;84.5149;1;172783;0.4035;1
64;189;517;83.769;1;106059;0.4035;1
64;80;517;109.8201;1;8000;0.4035;1
64;45;517;99.6805;1;10882;0.4035;1
64;137;517;14888.5025;1;183;0.4035;1
64;172;517;19543.1706;1;63;0.4035;1
64;23;517;84.0036;1;67035;0.4035;1
64;24;517;83.9095;1;74622;0.4035;1
182;63;517;1;3.1515;7645403;0.4035;1
182;42;517;1;3.1454;17953539;0.4035;1
182;52;517;1;3.1454;9512964;0.4035;1
182;2;517;1;3.0217;7645403;0.4035;1
182;1;517;27.32867877;1;50814;0.4035;1
182;51;517;1;3.1454;18896283;0.4035;1
182;64;517;1;3.1454;1518112;0.4035;1
182;40;517;26.00909299;1;83833;0.4035;1
59;164;517;124.067;1;7000;0.4035;1
59;98;517;1.2579;1;710000;0.4035;1
178;19;517;5.92024249;1;3117;0.4035;1
178;142;517;1;55.9674;423626;0.4035;1
178;54;517;1;5.2961;195642;0.4035;1
178;60;517;1;55.8087;1741401;0.4035;1
178;111;517;1;832.4305;14804668;0.4035;1
178;185;517;1;178.1114753;396882;0.4035;1
178;181;517;1;69.16415426;351372;0.4035;1
178;182;517;1;51.55151598;55132;0.4035;1
178;173;517;1;55.24677995;685031;0.4035;1
178;127;517;1;894.092;16069736;0.4035;1
178;160;517;2.45589726;1;21582;0.4035;1
178;163;517;1;2.13441076;172783;0.4035;1
178;149;517;22.70256974;1;9740;0.4035;1
178;177;517;3.20565816;1;630;0.4035;1
178;161;517;1;12.11122405;91255;0.4035;1
178;186;517;3161.30461984;1;102;0.4035;1
178;184;517;3.80328578;1;200096;0.4035;1
178;130;517;1;166.5668;2092279;0.4035;1
178;129;517;1;2.0734;142018;0.4035;1
178;157;517;1;170.1489;7927237;0.4035;1
178;121;517;1;164.7679;3086313;0.4035;1
178;162;517;14.84467676;1;306;0.4035;1
178;115;517;1;1104.30741786;1511916;0.4035;1
178;41;517;1;1.8947;9936;0.4035;1
178;120;517;1;1.8652;35258;0.4035;1
178;82;517;1;2.0764;73588;0.4035;1
178;140;517;31.64566706;1;135;0.4035;1
178;139;517;62.74334713;1;509;0.4035;1
178;117;517;1;161.1937;1386002;0.4035;1
178;49;517;1;166.5668;23336318;0.4035;1
178;191;517;1;170.1489;3549289;0.4035;1
178;88;517;1;2.0959;116831;0.4035;1
178;58;517;1;1.8684;14568;0.4035;1
178;59;517;1;170.1489;31729558;0.4035;1
178;53;517;1;170.1489;14033511;0.4035;1
178;108;517;1;2.0283;61763;0.4035;1
178;105;517;1;170.1489;12575674;0.4035;1
178;95;517;1;170.1489;8957230;0.4035;1
178;156;517;1;2.0959;14568;0.4035;1
178;6;517;1;166.5668;6965557;0.4035;1
178;99;517;18.42276527;1;712;0.4035;1
178;93;517;3077.07724323;1;102;0.4035;1
186;63;517;1;497215.7788;7645403;0.4035;1
186;42;517;1;499792.0264;17953539;0.4035;1
186;52;517;1;499792.0264;9512964;0.4035;1
186;2;517;1;479182.0459;7645403;0.4035;1
186;1;517;1;5835.0905;50814;0.4035;1
186;51;517;1;499792.0264;18896283;0.4035;1
186;64;517;1;499792.0264;1518112;0.4035;1
186;40;517;1;6029.5935;83833;0.4035;1
59;72;517;105.6613;1;53218;0.4035;1
59;36;517;84.3599;1;172783;0.4035;1
59;189;517;83.769;1;106059;0.4035;1
59;84;517;3.1402;1;1741401;0.4035;1
59;118;517;3.1402;1;1741401;0.4035;1
59;22;517;3.1402;1;1741401;0.4035;1
59;68;517;3.1402;1;1741401;0.4035;1
59;80;517;109.8201;1;8000;0.4035;1
59;45;517;99.0575;1;10882;0.4035;1
59;137;517;14888.5025;1;183;0.4035;1
59;172;517;19543.1706;1;63;0.4035;1
59;23;517;84.0036;1;67035;0.4035;1
59;24;517;83.9095;1;74622;0.4035;1
59;102;517;3.1402;1;1741401;0.4035;1
59;158;517;3.1402;1;1741401;0.4035;1
59;56;517;3.1402;1;1741401;0.4035;1
105;19;517;1091.0146;1;3117;0.4035;1
105;142;517;3.2002;1;423626;0.4035;1
105;60;517;3.0968;1;1741401;0.4035;1
105;178;517;199.0046;1;5080;0.4035;1
105;185;517;1.02792897;1;396882;0.4035;1
105;133;517;83.0135;1;6017;0.4035;1
105;181;517;2.6471;1;351372;0.4035;1
105;182;517;3.4373;1;55132;0.4035;1
105;173;517;3.8903;1;685031;0.4035;1
105;127;517;1;4.3035;16069736;0.4035;1
105;160;517;430.3033;1;21582;0.4035;1
105;163;517;84.5149;1;172783;0.4035;1
105;149;517;3972.4345;1;9740;0.4035;1
59;19;517;1091.0146;1;3117;0.4035;1
105;177;517;586.9112;1;630;0.4035;1
105;161;517;14.7093;1;91255;0.4035;1
59;142;517;3.4402;1;423626;0.4035;1
59;60;517;3.1402;1;1741401;0.4035;1
59;178;517;199.0046;1;5080;0.4035;1
59;185;517;1.02792897;1;396882;0.4035;1
105;186;517;554031.6607;1;102;0.4035;1
59;133;517;83.0135;1;6017;0.4035;1
105;184;517;722.73;1;200096;0.4035;1
59;181;517;2.6471;1;351372;0.4035;1
59;182;517;3.4373;1;55132;0.4035;1
105;130;517;1.0753;1;2092279;0.4035;1
59;173;517;3.8903;1;685031;0.4035;1
105;129;517;86.6057;1;142018;0.4035;1
59;127;517;1;4.7051;16069736;0.4035;1
105;121;517;1.0493;1;3086313;0.4035;1
59;160;517;430.3033;1;21582;0.4035;1
105;162;517;2602.7948;1;306;0.4035;1
59;163;517;84.3599;1;172783;0.4035;1
59;149;517;3972.4345;1;9740;0.4035;1
59;177;517;586.9112;1;630;0.4035;1
105;115;517;1;5.49963761;1511916;0.4035;1
59;161;517;14.7093;1;91255;0.4035;1
105;41;517;95.9418;1;9936;0.4035;1
105;120;517;94.8989;1;35258;0.4035;1
105;82;517;84.2481;1;73588;0.4035;1
59;186;517;554031.6607;1;102;0.4035;1
105;140;517;5554.7061;1;135;0.4035;1
59;184;517;722.73;1;200096;0.4035;1
105;145;517;87.0835;1;61549;0.4035;1
105;139;517;11178.4458;1;509;0.4035;1
105;117;517;1.1236;1;1386002;0.4035;1
59;130;517;1.0753;1;2092279;0.4035;1
59;129;517;84.3043;1;142018;0.4035;1
59;121;517;1.0499;1;3086313;0.4035;1
105;49;517;1.087;1;23336318;0.4035;1
59;162;517;2602.7948;1;306;0.4035;1
59;115;517;1;5.49963761;1511916;0.4035;1
139;19;517;1;9.7752124;3117;0.4035;1
139;142;517;1;3480.2764;423626;0.4035;1
139;54;517;1;314.0181;195642;0.4035;1
59;41;517;95.9418;1;9936;0.4035;1
139;60;517;1;3547.0311;1741401;0.4035;1
59;120;517;97.0078;1;35258;0.4035;1
139;111;517;1;56565.8202;14804668;0.4035;1
59;82;517;83.4168;1;73588;0.4035;1
105;88;517;84.9775;1;116831;0.4035;1
139;178;517;1;53.41296311;5080;0.4035;1
59;140;517;5554.9579;1;135;0.4035;1
139;185;517;1;10340.20890725;396882;0.4035;1
139;133;517;1;148.71338932;6017;0.4035;1
139;181;517;1;4015.50771151;351372;0.4035;1
59;145;517;87.0835;1;61549;0.4035;1
59;139;517;11178.4458;1;509;0.4035;1
139;182;517;1;3122.32958654;55132;0.4035;1
59;117;517;1.1236;1;1386002;0.4035;1
105;108;517;86.7341;1;61763;0.4035;1
139;173;517;1;3384.89535942;685031;0.4035;1
139;127;517;1;56668.9821;16069736;0.4035;1
59;49;517;1.0638;1;23336318;0.4035;1
139;160;517;1;24.94922297;21582;0.4035;1
105;156;517;85.2107;1;14568;0.4035;1
139;163;517;1;127.22280902;172783;0.4035;1
139;149;517;1;2.70201032;9740;0.4035;1
139;177;517;1;18.11078585;630;0.4035;1
139;161;517;1;733.53975399;91255;0.4035;1
105;99;517;3313.2405;1;712;0.4035;1
105;93;517;546365.0877;1;102;0.4035;1
59;88;517;84.6258;1;116831;0.4035;1
139;186;517;51.29050778;1;102;0.4035;1
139;184;517;1;15.58980544;200096;0.4035;1
59;108;517;86.8302;1;61763;0.4035;1
139;130;517;1;10016.016;2092279;0.4035;1
139;129;517;1;122.9364;142018;0.4035;1
139;157;517;1;10241.8826;7927237;0.4035;1
139;121;517;1;10088.5473;3086313;0.4035;1
139;162;517;1;4.08004639;306;0.4035;1
59;156;517;86.0152;1;14568;0.4035;1
139;115;517;1;67883.21167883;1511916;0.4035;1
59;99;517;3281.7971;1;712;0.4035;1
59;93;517;546375.5359;1;102;0.4035;1
139;41;517;1;111.5436;9936;0.4035;1
139;120;517;1;112.3429;35258;0.4035;1
139;82;517;1;124.3972;73588;0.4035;1
139;140;517;1;1.9139098;135;0.4035;1
139;139;517;1.04166667;1;509;0.4035;1
139;117;517;1;10097.8925;1386002;0.4035;1
139;49;517;1;9982.3521;23336318;0.4035;1
139;191;517;1;10241.8826;3549289;0.4035;1
139;88;517;1;124.2726;116831;0.4035;1
139;58;517;1;120.2638;14568;0.4035;1
139;59;517;1;10295.6811;31729558;0.4035;1
139;53;517;1;10241.8826;14033511;0.4035;1
139;108;517;1;122.3444;61763;0.4035;1
139;105;517;1;10241.8826;12575674;0.4035;1
139;95;517;1;10241.8826;8957230;0.4035;1
139;156;517;1;124.2726;14568;0.4035;1
139;6;517;1;9876.1569;6965557;0.4035;1
139;99;517;1;3.23543111;712;0.4035;1
139;93;517;51.07271209;1;102;0.4035;1
41;63;517;1;74.211;7645403;0.4035;1
41;42;517;1;75.9571;17953539;0.4035;1
41;52;517;1;75.9571;9512964;0.4035;1
41;2;517;1;74.211;7645403;0.4035;1
41;1;517;1.10241429;1;50814;0.4035;1
41;51;517;1;75.9571;18896283;0.4035;1
41;64;517;1;75.9571;1518112;0.4035;1
41;40;517;1.00441945;1;83833;0.4035;1
184;63;517;1;520.3656;7645403;0.4035;1
184;42;517;1;520.3656;17953539;0.4035;1
184;52;517;1;520.3656;9512964;0.4035;1
184;2;517;1;462.5472;7645403;0.4035;1
184;1;517;1;6.1928;50814;0.4035;1
184;51;517;1;520.3656;18896283;0.4035;1
184;64;517;1;520.3656;1518112;0.4035;1
